"scripts","detailing","lagged_scripts","mean_samples","doctorType"
5,2,4,0.852173913043478,"General Physician"
8,1,5,0.852173913043478,"General Physician"
3,2,8,0.852173913043478,"General Physician"
5,1,3,0.852173913043478,"General Physician"
3,3,5,0.852173913043478,"General Physician"
7,3,3,0.852173913043478,"General Physician"
5,1,7,0.852173913043478,"General Physician"
11,1,5,0.852173913043478,"General Physician"
5,2,11,0.852173913043478,"General Physician"
16,3,5,0.852173913043478,"General Physician"
2,1,16,0.852173913043478,"General Physician"
6,4,2,0.852173913043478,"General Physician"
8,2,6,0.852173913043478,"General Physician"
11,1,8,0.852173913043478,"General Physician"
7,2,11,0.852173913043478,"General Physician"
4,5,7,0.852173913043478,"General Physician"
9,3,4,0.852173913043478,"General Physician"
7,5,9,0.852173913043478,"General Physician"
5,3,3,0.795652173913044,"General Physician"
6,3,5,0.795652173913044,"General Physician"
10,3,6,0.795652173913044,"General Physician"
3,2,10,0.795652173913044,"General Physician"
4,5,3,0.795652173913044,"General Physician"
7,5,4,0.795652173913044,"General Physician"
9,3,7,0.795652173913044,"General Physician"
3,7,9,0.795652173913044,"General Physician"
7,3,3,0.795652173913044,"General Physician"
8,4,7,0.795652173913044,"General Physician"
4,8,8,0.795652173913044,"General Physician"
8,1,4,0.795652173913044,"General Physician"
11,6,8,0.795652173913044,"General Physician"
7,3,11,0.795652173913044,"General Physician"
11,4,7,0.795652173913044,"General Physician"
4,2,11,0.795652173913044,"General Physician"
2,5,4,0.795652173913044,"General Physician"
3,3,2,0.795652173913044,"General Physician"
13,4,3,0.795652173913044,"General Physician"
4,4,13,0.795652173913044,"General Physician"
7,6,4,0.795652173913044,"General Physician"
5,4,7,0.795652173913044,"General Physician"
4,3,5,0.795652173913044,"General Physician"
1,2,7,0.760869565217391,"General Physician"
2,2,1,0.760869565217391,"General Physician"
1,2,2,0.760869565217391,"General Physician"
4,2,1,0.760869565217391,"General Physician"
3,3,4,0.760869565217391,"General Physician"
2,2,3,0.760869565217391,"General Physician"
2,3,2,0.760869565217391,"General Physician"
3,3,2,0.760869565217391,"General Physician"
1,2,3,0.760869565217391,"General Physician"
3,2,1,0.760869565217391,"General Physician"
5,6,3,0.760869565217391,"General Physician"
2,4,5,0.760869565217391,"General Physician"
1,5,2,0.760869565217391,"General Physician"
5,6,1,0.760869565217391,"General Physician"
2,1,5,0.760869565217391,"General Physician"
3,5,2,0.760869565217391,"General Physician"
7,5,3,0.760869565217391,"General Physician"
0,3,7,0.760869565217391,"General Physician"
3,6,0,0.760869565217391,"General Physician"
3,3,3,0.760869565217391,"General Physician"
2,7,3,0.760869565217391,"General Physician"
2,4,2,0.760869565217391,"General Physician"
2,7,2,0.760869565217391,"General Physician"
7,3,0,0.565217391304348,"Other Specialist"
0,0,7,0.565217391304348,"Other Specialist"
3,1,0,0.565217391304348,"Other Specialist"
1,3,3,0.565217391304348,"Other Specialist"
5,2,1,0.565217391304348,"Other Specialist"
6,3,5,0.565217391304348,"Other Specialist"
1,1,6,0.565217391304348,"Other Specialist"
0,4,1,0.565217391304348,"Other Specialist"
4,4,0,0.565217391304348,"Other Specialist"
5,5,4,0.565217391304348,"Other Specialist"
6,3,5,0.565217391304348,"Other Specialist"
3,2,6,0.565217391304348,"Other Specialist"
2,2,3,0.565217391304348,"Other Specialist"
2,3,2,0.565217391304348,"Other Specialist"
5,5,2,0.565217391304348,"Other Specialist"
1,3,5,0.565217391304348,"Other Specialist"
2,3,1,0.565217391304348,"Other Specialist"
0,1,2,0.565217391304348,"Other Specialist"
4,4,0,0.565217391304348,"Other Specialist"
2,3,4,0.565217391304348,"Other Specialist"
8,1,2,0.565217391304348,"Other Specialist"
3,0,8,0.565217391304348,"Other Specialist"
3,0,3,0.565217391304348,"Other Specialist"
10,6,9,2.51304347826087,"General Physician"
10,3,10,2.51304347826087,"General Physician"
12,1,10,2.51304347826087,"General Physician"
7,5,12,2.51304347826087,"General Physician"
8,2,7,2.51304347826087,"General Physician"
10,3,8,2.51304347826087,"General Physician"
7,6,10,2.51304347826087,"General Physician"
7,4,7,2.51304347826087,"General Physician"
8,2,7,2.51304347826087,"General Physician"
7,3,8,2.51304347826087,"General Physician"
9,3,7,2.51304347826087,"General Physician"
3,2,9,2.51304347826087,"General Physician"
7,1,3,2.51304347826087,"General Physician"
0,4,7,2.51304347826087,"General Physician"
6,5,0,2.51304347826087,"General Physician"
7,2,6,2.51304347826087,"General Physician"
9,2,7,2.51304347826087,"General Physician"
11,2,9,2.51304347826087,"General Physician"
6,3,11,2.51304347826087,"General Physician"
7,3,6,2.51304347826087,"General Physician"
10,4,7,2.51304347826087,"General Physician"
6,5,10,2.51304347826087,"General Physician"
9,5,6,2.51304347826087,"General Physician"
7,3,5,0.182608695652174,"Area Specialist"
6,1,7,0.182608695652174,"Area Specialist"
0,1,6,0.182608695652174,"Area Specialist"
3,4,0,0.182608695652174,"Area Specialist"
7,3,3,0.182608695652174,"Area Specialist"
0,1,7,0.182608695652174,"Area Specialist"
1,0,0,0.182608695652174,"Area Specialist"
4,0,1,0.182608695652174,"Area Specialist"
2,4,4,0.182608695652174,"Area Specialist"
0,0,2,0.182608695652174,"Area Specialist"
2,5,0,0.182608695652174,"Area Specialist"
2,1,2,0.182608695652174,"Area Specialist"
2,1,2,0.182608695652174,"Area Specialist"
0,3,2,0.182608695652174,"Area Specialist"
1,1,0,0.182608695652174,"Area Specialist"
3,2,1,0.182608695652174,"Area Specialist"
2,2,3,0.182608695652174,"Area Specialist"
2,1,2,0.182608695652174,"Area Specialist"
3,1,2,0.182608695652174,"Area Specialist"
2,1,3,0.182608695652174,"Area Specialist"
2,2,2,0.182608695652174,"Area Specialist"
0,1,2,0.182608695652174,"Area Specialist"
5,2,0,0.182608695652174,"Area Specialist"
1,0,5,0.417391304347826,"General Physician"
7,0,1,0.417391304347826,"General Physician"
0,0,7,0.417391304347826,"General Physician"
0,0,0,0.417391304347826,"General Physician"
1,0,0,0.417391304347826,"General Physician"
4,0,1,0.417391304347826,"General Physician"
0,0,4,0.417391304347826,"General Physician"
2,2,0,0.417391304347826,"General Physician"
9,3,2,0.417391304347826,"General Physician"
5,3,9,0.417391304347826,"General Physician"
2,2,5,0.417391304347826,"General Physician"
3,2,2,0.417391304347826,"General Physician"
4,2,3,0.417391304347826,"General Physician"
3,3,4,0.417391304347826,"General Physician"
6,4,3,0.417391304347826,"General Physician"
6,4,6,0.417391304347826,"General Physician"
6,4,6,0.417391304347826,"General Physician"
5,5,6,0.417391304347826,"General Physician"
6,5,5,0.417391304347826,"General Physician"
0,3,6,0.417391304347826,"General Physician"
8,2,0,0.417391304347826,"General Physician"
1,4,8,0.417391304347826,"General Physician"
10,3,1,0.417391304347826,"General Physician"
3,1,1,0.152173913043478,"General Physician"
3,1,3,0.152173913043478,"General Physician"
1,2,3,0.152173913043478,"General Physician"
0,3,1,0.152173913043478,"General Physician"
2,1,0,0.152173913043478,"General Physician"
8,0,2,0.152173913043478,"General Physician"
5,1,8,0.152173913043478,"General Physician"
4,1,5,0.152173913043478,"General Physician"
2,1,4,0.152173913043478,"General Physician"
2,3,2,0.152173913043478,"General Physician"
8,2,2,0.152173913043478,"General Physician"
2,1,8,0.152173913043478,"General Physician"
2,1,2,0.152173913043478,"General Physician"
4,0,2,0.152173913043478,"General Physician"
0,3,4,0.152173913043478,"General Physician"
3,2,0,0.152173913043478,"General Physician"
4,0,3,0.152173913043478,"General Physician"
9,0,4,0.152173913043478,"General Physician"
2,0,9,0.152173913043478,"General Physician"
0,0,2,0.152173913043478,"General Physician"
2,0,0,0.152173913043478,"General Physician"
1,0,2,0.152173913043478,"General Physician"
4,0,1,0.152173913043478,"General Physician"
2,0,3,0.18695652173913,"Other Specialist"
3,2,2,0.18695652173913,"Other Specialist"
1,0,3,0.18695652173913,"Other Specialist"
4,1,1,0.18695652173913,"Other Specialist"
6,1,4,0.18695652173913,"Other Specialist"
2,1,6,0.18695652173913,"Other Specialist"
5,1,2,0.18695652173913,"Other Specialist"
6,1,5,0.18695652173913,"Other Specialist"
2,1,6,0.18695652173913,"Other Specialist"
7,1,2,0.18695652173913,"Other Specialist"
5,1,7,0.18695652173913,"Other Specialist"
5,1,5,0.18695652173913,"Other Specialist"
2,1,5,0.18695652173913,"Other Specialist"
4,0,2,0.18695652173913,"Other Specialist"
2,0,4,0.18695652173913,"Other Specialist"
1,0,2,0.18695652173913,"Other Specialist"
2,0,1,0.18695652173913,"Other Specialist"
4,0,2,0.18695652173913,"Other Specialist"
5,1,4,0.18695652173913,"Other Specialist"
2,1,5,0.18695652173913,"Other Specialist"
3,1,2,0.18695652173913,"Other Specialist"
4,0,3,0.18695652173913,"Other Specialist"
6,1,4,0.18695652173913,"Other Specialist"
4,1,4,0.121739130434783,"Other Specialist"
5,0,4,0.121739130434783,"Other Specialist"
0,1,5,0.121739130434783,"Other Specialist"
0,2,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
1,1,0,0.121739130434783,"Other Specialist"
0,1,1,0.121739130434783,"Other Specialist"
0,2,0,0.121739130434783,"Other Specialist"
0,0,0,0.121739130434783,"Other Specialist"
0,0,0,0.121739130434783,"Other Specialist"
0,2,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,2,0,0.121739130434783,"Other Specialist"
0,1,0,0.121739130434783,"Other Specialist"
0,5,0,0.121739130434783,"Other Specialist"
0,2,0,0.121739130434783,"Other Specialist"
4,3,0,0.121739130434783,"Other Specialist"
0,4,4,0.121739130434783,"Other Specialist"
7,2,2,1.25217391304348,"General Physician"
2,2,7,1.25217391304348,"General Physician"
3,2,2,1.25217391304348,"General Physician"
2,2,3,1.25217391304348,"General Physician"
2,2,2,1.25217391304348,"General Physician"
2,1,2,1.25217391304348,"General Physician"
3,2,2,1.25217391304348,"General Physician"
2,2,3,1.25217391304348,"General Physician"
7,2,2,1.25217391304348,"General Physician"
1,2,7,1.25217391304348,"General Physician"
1,3,1,1.25217391304348,"General Physician"
4,3,1,1.25217391304348,"General Physician"
1,2,4,1.25217391304348,"General Physician"
3,2,1,1.25217391304348,"General Physician"
1,2,3,1.25217391304348,"General Physician"
4,4,1,1.25217391304348,"General Physician"
3,3,4,1.25217391304348,"General Physician"
3,2,3,1.25217391304348,"General Physician"
2,3,3,1.25217391304348,"General Physician"
1,4,2,1.25217391304348,"General Physician"
2,6,1,1.25217391304348,"General Physician"
2,3,2,1.25217391304348,"General Physician"
3,2,2,1.25217391304348,"General Physician"
1,2,2,0.0565217391304348,"General Physician"
2,2,1,0.0565217391304348,"General Physician"
0,2,2,0.0565217391304348,"General Physician"
3,1,0,0.0565217391304348,"General Physician"
1,3,3,0.0565217391304348,"General Physician"
2,2,1,0.0565217391304348,"General Physician"
0,3,2,0.0565217391304348,"General Physician"
0,3,0,0.0565217391304348,"General Physician"
0,2,0,0.0565217391304348,"General Physician"
5,2,0,0.0565217391304348,"General Physician"
4,2,5,0.0565217391304348,"General Physician"
2,2,4,0.0565217391304348,"General Physician"
3,2,2,0.0565217391304348,"General Physician"
6,2,3,0.0565217391304348,"General Physician"
0,2,6,0.0565217391304348,"General Physician"
0,4,0,0.0565217391304348,"General Physician"
2,4,0,0.0565217391304348,"General Physician"
3,3,2,0.0565217391304348,"General Physician"
0,3,3,0.0565217391304348,"General Physician"
1,3,0,0.0565217391304348,"General Physician"
2,2,1,0.0565217391304348,"General Physician"
5,2,2,0.0565217391304348,"General Physician"
0,4,5,0.0565217391304348,"General Physician"
30,3,28,2.1304347826087,"Area Specialist"
19,4,30,2.1304347826087,"Area Specialist"
23,3,19,2.1304347826087,"Area Specialist"
11,1,23,2.1304347826087,"Area Specialist"
18,2,11,2.1304347826087,"Area Specialist"
26,3,18,2.1304347826087,"Area Specialist"
22,4,26,2.1304347826087,"Area Specialist"
15,3,22,2.1304347826087,"Area Specialist"
24,3,15,2.1304347826087,"Area Specialist"
10,1,24,2.1304347826087,"Area Specialist"
21,4,10,2.1304347826087,"Area Specialist"
20,1,21,2.1304347826087,"Area Specialist"
14,3,20,2.1304347826087,"Area Specialist"
22,2,14,2.1304347826087,"Area Specialist"
18,3,22,2.1304347826087,"Area Specialist"
15,3,18,2.1304347826087,"Area Specialist"
20,1,15,2.1304347826087,"Area Specialist"
18,2,20,2.1304347826087,"Area Specialist"
21,4,18,2.1304347826087,"Area Specialist"
17,0,21,2.1304347826087,"Area Specialist"
13,1,17,2.1304347826087,"Area Specialist"
16,3,13,2.1304347826087,"Area Specialist"
18,2,16,2.1304347826087,"Area Specialist"
5,2,3,0.71304347826087,"General Physician"
1,2,5,0.71304347826087,"General Physician"
1,4,1,0.71304347826087,"General Physician"
0,2,1,0.71304347826087,"General Physician"
3,4,0,0.71304347826087,"General Physician"
1,6,3,0.71304347826087,"General Physician"
5,6,1,0.71304347826087,"General Physician"
3,4,5,0.71304347826087,"General Physician"
6,2,3,0.71304347826087,"General Physician"
2,3,6,0.71304347826087,"General Physician"
2,2,2,0.71304347826087,"General Physician"
2,3,2,0.71304347826087,"General Physician"
5,1,2,0.71304347826087,"General Physician"
2,2,5,0.71304347826087,"General Physician"
3,4,2,0.71304347826087,"General Physician"
3,5,3,0.71304347826087,"General Physician"
0,3,3,0.71304347826087,"General Physician"
1,2,0,0.71304347826087,"General Physician"
3,7,1,0.71304347826087,"General Physician"
1,4,3,0.71304347826087,"General Physician"
3,4,1,0.71304347826087,"General Physician"
1,6,3,0.71304347826087,"General Physician"
3,4,1,0.71304347826087,"General Physician"
1,1,1,0.252173913043478,"General Physician"
3,0,1,0.252173913043478,"General Physician"
5,0,3,0.252173913043478,"General Physician"
2,0,5,0.252173913043478,"General Physician"
0,1,2,0.252173913043478,"General Physician"
3,2,0,0.252173913043478,"General Physician"
8,1,3,0.252173913043478,"General Physician"
2,2,8,0.252173913043478,"General Physician"
2,2,2,0.252173913043478,"General Physician"
2,3,2,0.252173913043478,"General Physician"
5,2,2,0.252173913043478,"General Physician"
4,1,5,0.252173913043478,"General Physician"
4,0,4,0.252173913043478,"General Physician"
1,3,4,0.252173913043478,"General Physician"
3,3,1,0.252173913043478,"General Physician"
2,0,3,0.252173913043478,"General Physician"
2,3,2,0.252173913043478,"General Physician"
0,3,2,0.252173913043478,"General Physician"
4,1,0,0.252173913043478,"General Physician"
2,1,4,0.252173913043478,"General Physician"
2,1,2,0.252173913043478,"General Physician"
3,2,2,0.252173913043478,"General Physician"
2,3,3,0.252173913043478,"General Physician"
4,1,4,0.156521739130435,"General Physician"
5,2,4,0.156521739130435,"General Physician"
1,2,5,0.156521739130435,"General Physician"
2,2,1,0.156521739130435,"General Physician"
1,1,2,0.156521739130435,"General Physician"
1,2,1,0.156521739130435,"General Physician"
0,2,1,0.156521739130435,"General Physician"
3,0,0,0.156521739130435,"General Physician"
1,3,3,0.156521739130435,"General Physician"
0,2,1,0.156521739130435,"General Physician"
2,1,0,0.156521739130435,"General Physician"
1,0,2,0.156521739130435,"General Physician"
0,0,1,0.156521739130435,"General Physician"
4,2,0,0.156521739130435,"General Physician"
0,1,4,0.156521739130435,"General Physician"
1,3,0,0.156521739130435,"General Physician"
